Restaurant ID,Name,Type of Restaurant,Trip Advisor Rating,TA Review Count,Yellow Pages Rating,YP Review Count,Phone Number,Street Address,Locality,Zipcode,Dollar Costs,Years in Business,Website,Menu URL,Secondary Info,Order Online Status
73,Fuku,"['Restaurants', 'Japanese Restaurants', 'Take Out Restaurants']",4.0,17.0,,,(917) 201-7082,500 W 33rd St 20 Hudson Yards Unit Ru 203,"New York City, NY 10001",10001,Affordable,,https://eatfuku.com,http://yellowpages.com/new-york-city-ny/mip/fuku-551055919#open-menu,,1
74,Eros,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",4.0,52.0,,,(212) 252-1972,447 3rd Ave Between E. 30th And E. 31 Street,"New York City, NY 10016",10016,Upscale,,http://www.ethostaverna.com/menu-dinner-2,http://yellowpages.com/new-york-city-ny/mip/eros-542046098#open-menu,,0
75,Upstairs,"['Restaurants', 'American Restaurants', 'Bars']",4.0,368.0,,,(212) 888-1220,145 E 50th St The Kimberly Hotel Penthouse Level,"New York City, NY 10022",10022,Upscale,14.0,http://www.upstairsnyc.com,,,0
76,New Moon,"['Restaurants', 'Asian Restaurants', 'Chinese Restaurants']",4.0,10.0,,,(212) 779-2828,536 3rd Ave Murray Hill,"New York City, NY 10016",10016,Affordable,,https://www.grubhub.com/restaurant/new-moon-restaurant-536-3rd-ave-new-york/489722,http://yellowpages.com/new-york-city-ny/mip/new-moon-541807695#open-menu,,0
77,Diso's Italian Sandwich Society,"['Restaurants', 'Italian Restaurants', 'Caterers']",3.5,6.0,,,(917) 756-4145,Mobile Food Truck 47th Bet Park And Lexington Ave.,"New York City, NY 10017",10017,Moderate,,http://www.disosnyc.com,,,0
78,Gotham Cafe,"['Restaurants', 'American Restaurants']",3.5,12.0,,,(212) 634-6114,440 W 57th St Located In The Holiday Inn Midtown/57th Street,"New York City, NY 10019",10019,Moderate,,http://www.ihg.com/holidayinn/hotels/us/en/new-york/nycup/hoteldetail/dining,http://yellowpages.com/new-york-city-ny/mip/gotham-cafe-534596780#open-menu,,0
79,Sushi By Bou Hotel 3232,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.5,14.0,,,(347) 495-4221,Hotel 3232 32 E 32nd Street,"New York City, NY 10016",10016,Unknown,,http://www.sushibybou.com,,,0
80,The Chick Inn. Kips Bay,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",5.0,1.0,,,(347) 332-6866,415 3rd Avenue East 29th Street,"New York City, NY 10016",10016,Unknown,,https://www.nychickinn.com,,,0
81,Le Soleil Restaurant,"['Restaurants', 'French Restaurants', 'Caterers']",4.0,17.0,,,(212) 581-6059,877 10th Ave Between 56th And 57th Street,"New York City, NY 10019",10019,Moderate,39.0,http://lesoleilhaitianrestaurant.com,http://yellowpages.com/new-york-city-ny/mip/le-soleil-restaurant-7411213#open-menu,,0
82,UN Plaza Grill,"['Restaurants', 'Sushi Bars', 'Steak Houses']",4.0,33.0,,,(212) 223-1801,Ilding),"New York City, NY 10017",10017,Unknown,,http://www.unplazagrill.com,,,0
83,NY Jumbo Bagels,"['Restaurants', 'American Restaurants', 'Caterers']",4.5,32.0,,,(212) 355-6185,1070 2nd Ave Between 56th And 57th St,"New York City, NY 10022",10022,Affordable,36.0,,,,0
84,Grand Sichuan Eastern,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,24.0,,,(212) 243-1688,172 8th Avenue Between 18th St & 19th St,"New York City, NY 10011",10011,Moderate,13.0,http://www.grandsichuaneasternnyc.com,http://yellowpages.com/new-york-city-ny/mip/grand-sichuan-eastern-468045410#open-menu,,1
85,Rosemary's East Restaurant,"['Restaurants', 'Italian Restaurants', 'Take Out Restaurants']",3.5,11.0,,,(646) 868-5335,350 1st Avenue New York Ny 10010 At Junction With 20th Street,"New York City, NY 10010",10010,Unknown,,http://www.rosemarysnyc.com,,,0
86,Ayada Thai,"['Restaurants', 'Thai Restaurants', 'Asian Restaurants']",4.0,39.0,,,(212) 645-9445,75 9th Ave Chelsea Market,"New York City, NY 10011",10011,Unknown,,http://ayadathai.com,,,0
87,Malt & Mold,"['Restaurants', 'American Restaurants', 'Beer & Ale']",4.5,3.0,,,(646) 896-1341,362 2nd Ave Between 21st And 22nd Street,"New York City, NY 10010",10010,Moderate,,http://www.maltandmold.com,,,0
88,Amber Japanese Restaurant,"['Restaurants', 'Japanese Restaurants', 'Family Style Restaurants']",,,,,(646) 834-4084,221 Columbus Ave 103 W 70th St,"New York City, NY 10023",10023,Moderate,17.0,,http://yellowpages.com/new-york-city-ny/mip/amber-japanese-restaurant-461972104#open-menu,,1
89,Cafe 71,"['Restaurants', 'Coffee Shops', 'American Restaurants']",5.0,1.0,,,(212) 875-2100,2062 Broadway 71st & Broadway,"New York City, NY 10023",10023,Affordable,18.0,http://www.cafe71newyorkcity.com,http://yellowpages.com/new-york-city-ny/mip/cafe-71-3740667#open-menu,,1
90,Il Divo,"['Restaurants', 'Italian Restaurants', 'Continental Restaurants']",4.5,26.0,,,(212) 380-8164,1348 2nd Ave At E 71st St,"New York City, NY 10021",10021,Fine Dining,,https://www.ildivo.restaurant,http://yellowpages.com/new-york-city-ny/mip/il-divo-548507584#open-menu,,1
91,Peacefood Cafe,"['Restaurants', 'Coffee Shops', 'American Restaurants']",4.5,110.0,,,(212) 979-2288,41 E 11th St University Place & Broadway,"New York City, NY 10003",10003,Unknown,,http://www.peacefoodcafe.com,,,0
92,Village Taverna Greek Grill,"['Restaurants', 'Greek Restaurants', 'Mediterranean Restaurants']",4.0,156.0,,,(212) 982-3457,81 University Pl Corner Of East 11th Street,"New York City, NY 10003",10003,Moderate,,http://www.villagetaverna.com,http://yellowpages.com/new-york-city-ny/mip/village-taverna-greek-grill-469123229#open-menu,,1
93,74th Street Cafe,"['Restaurants', 'American Restaurants']",5.0,2.0,,,(212) 994-9555,2121 Broadway Fairway Market,"New York City, NY 10023",10023,Unknown,,https://www.fairwaymarket.com/74thstreetcafe,,,0
94,The Meatball Shop,"['Restaurants', 'Italian Restaurants', 'Caterers']",,,,,(212) 257-6121,1462 2nd Avebetween 76th And 77th Streets,"New York City, NY 10075",10075,Moderate,14.0,http://www.themeatballshop.com,http://yellowpages.com/new-york-city-ny/mip/the-meatball-shop-497651129#open-menu,,1
95,Sushi Noz,"['Restaurants', 'Sushi Bars', 'Japanese Restaurants']",4.0,19.0,,,(917) 338-1792,181 E 78th St Between Lexington And 3rd Avenue,"New York City, NY 10075",10075,Unknown,,https://www.sushinoz.com,,,0
96,Goodnight Sonny,"['Restaurants', 'American Restaurants', 'Bars']",4.0,23.0,,,(646) 692-3254,134 1st Ave B/T St Marks Pl & 9th St,"New York City, NY 10009",10009,Moderate,,https://www.goodnightsonnynyc.com,,,0
97,Madam Vo Bbq,"['Restaurants', 'Barbecue Restaurants', 'Asian Restaurants']",5.0,5.0,,,(917) 675-7570,104 2nd Ave Corner Location,"New York City, NY 10003",10003,Unknown,,http://www.madamevobbq.com,,,0
98,Made In New York Pizza,"['Restaurants', 'Pizza', 'Italian Restaurants']",4.0,37.0,,,(646) 484-6200,421 Amsterdam Ave At 80th Street,"New York City, NY 10024",10024,Unknown,,https://www.madeinnewyorkpizza.com,,,0
99,Spicy Moon,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.5,13.0,,,(646) 429-8471,328 E 6th St Between 1st And 2nd Ave,"New York City, NY 10003",10003,Moderate,,http://spicymoonnyc.com,http://yellowpages.com/new-york-city-ny/mip/spicy-moon-548637645#open-menu,,0
100,Tabetomo,"['Restaurants', 'Japanese Restaurants', 'Asian Restaurants']",4.5,11.0,,,(646) 850-6414,131 Avenue A Btwn. St. Mark's & 9th St.,"New York City, NY 10009",10009,Moderate,,http://www.tabetomonyc.com,http://yellowpages.com/new-york-city-ny/mip/tabetomo-548275989#open-menu,,1
101,Thai Diner,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']",4.0,25.0,,,(646) 559-4140,186 Mott St At The Corner Of Kenmare,"New York City, NY 10012",10012,Unknown,,https://www.thaidiner.com,,,0
102,Russ & Daughters,"['Restaurants', 'American Restaurants', 'Delicatessens']",4.5,1206.0,,,(212) 475-4880,Cafe On Orchard Street,"New York City, NY 10002",10002,Moderate,,http://thejewishmuseum.org/visit,,,0
103,Mansion Restaurant,"['Restaurants', 'Coffee Shops', 'American Restaurants']",4.0,52.0,,,(212) 535-8888,1634 York Ave Corner Of East 86th Street,"New York City, NY 10028",10028,Moderate,44.0,http://www.mansiondiner.com,http://yellowpages.com/new-york-city-ny/mip/mansion-restaurant-8580194#open-menu,,1
104,Pho Shop,"['Restaurants', 'Vietnamese Restaurants', 'Asian Restaurants']",4.0,19.0,,,(212) 369-9888,1716 1st Ave At 89th Street,"New York City, NY 10128",10128,Moderate,,http://www.phoshopnyc.com,http://yellowpages.com/new-york-city-ny/mip/pho-shop-530519778#open-menu,,1
105,Goemon,"['Restaurants', 'Japanese Restaurants', 'Korean Restaurants']",4.0,8.0,,,(212) 226-1262,29 Kenmare St At Elizabeth Street,"New York City, NY 10012",10012,Moderate,,http://www.cocoronandgoemon.com,,,0
106,Wayla,"['Restaurants', 'Thai Restaurants', 'Take Out Restaurants']",4.5,31.0,,,(212) 206-2500,100 Forsyth St Btw Grand And Broome,"New York City, NY 10002",10002,Unknown,,https://www.waylanyc.com,,,0
107,Dragon Bing,"['Restaurants', 'Korean Restaurants', 'Asian Restaurants']",2.0,1.0,,,(973) 604-8937,115 Delancey St The Market Line,"New York City, NY 10002",10002,Unknown,,https://www.instagram.com/dragon_bing,,,1
108,Waypoint Cafe,"['Restaurants', 'American Restaurants', 'Coffee & Tea']",5.0,2.0,,,(646) 682-7165,65 Ludlow St Between Grand & Broome St.,"New York City, NY 10002",10002,Unknown,,http://www.waypointcafenyc.com/?utm_source=TripAdvisor&utm_medium=TripAdvWebsite&utm_campaign=TA&utm_term=TA&utm_content=qwerty,,,0
109,A-Jiao,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,16.0,,,(212) 828-8996,1817 2nd Ave Corner Of 94th Street,"New York City, NY 10128",10128,Unknown,,http://www.ajiaosichuancuisine.com/menu.aspx,,,0
110,Golden Forest,"['Restaurants', 'Chinese Restaurants', 'Asian Restaurants']",4.0,2.0,,,(212) 505-9513,4628 353 Grand Street Erik Shoe Repair,"New York City, NY 10002",10002,Affordable,22.0,http://www.newyorkgoldenforest.com/location.aspx,http://yellowpages.com/new-york-city-ny/mip/golden-forest-7200010#open-menu,,1
111,Vivi Bubble Tea,"['Restaurants', 'Chinese Restaurants', 'American Restaurants']",4.0,5.0,,,(212) 962-0033,325 Broadway Tribeca,"New York City, NY 10007",10007,Affordable,,http://vivibubbletea.com,http://yellowpages.com/new-york-city-ny/mip/vivi-bubble-tea-535493079#open-menu,,1
112,Seamore's at Brookfield Place,"['Restaurants', 'Seafood Restaurants', 'Bars']",3.0,19.0,,,(646) 585-7380,250 Vesey Street New York Ny 10080,"New York City, NY 10080",10080,Moderate,,http://www.seamores.com/location/brookfield-place,http://yellowpages.com/new-york-city-ny/mip/seamores-at-brookfield-place-547733687#open-menu,,1
113,Minamoto Kitchoan,"['Restaurants', 'Japanese Restaurants']",5.0,1.0,,,(212) 602-9910,185 Greenwich St Westfield World Trade Center,"New York City, NY 10007",10007,Unknown,,https://www.kitchoan.com,,,0
114,Cuchifrito,"['Restaurants', 'Spanish Restaurants', 'Family Style Restaurants']",4.0,10.0,,,(212) 876-4846,168 E 116th St Between Third And Lexington Avenues,"New York City, NY 10029",10029,Affordable,60.0,http://www.menupages.com/restaurants/cuchifritos,,,1
115,Tampopo Kitchen,"['Restaurants', 'Japanese Restaurants']",4.0,1.0,,,(646) 609-3899,805 W 187th St New York Ny 10040,"New York City, NY 10040",10040,Unknown,,,,,1
116,The Hudson,"['Restaurants', 'American Restaurants', 'Seafood Restaurants']",2.5,2.0,,,(646) 663-5886,338 Dyckman St On The River Hudson,"New York City, NY 10034",10034,Moderate,,http://www.thehudson.nyc,http://yellowpages.com/new-york-city-ny/mip/the-hudson-556638957#open-menu,,0
117,New York Sports Grill,"['Restaurants', 'American Restaurants', 'Bars']",4.0,1.0,,,(866) 508-3558,North Boundry Road John F. Kennedy International Airport,"New York City, NY 11430",11430,Unknown,,https://www.jfkairport.com/at-airport/shops-restaurants-and-services,,,0
118,El Pote Espanol Restaurant,"['Restaurants', 'Mediterranean Restaurants', 'Family Style Restaurants']",4.5,119.0,,,(212) 889-6680,718 2nd Ave At E 38th St,"New York City, NY 10016",10016,Moderate,47.0,http://www.elporte.com,http://yellowpages.com/new-york-city-ny/mip/el-pote-espanol-restaurant-7400562#open-menu,"From Business: El Pote has been serving delicious, home-style Spanish food for the past 36 years. A mainstay of Murray Hill. Good food, good sangria and good times.El Pote has…",1
119,The Loeb Boathouse,"['Restaurants', 'American Restaurants', 'Caterers']",4.0,3864.0,5.0,1.0,(212) 517-2233,East 72nd St & Park Dr North,"New York City, NY 10021",10021,Upscale,,http://www.thecentralparkboathouse.com,http://yellowpages.com/new-york-city-ny/mip/the-loeb-boathouse-458104906#open-menu,Wonderful place to eat during the summertime. Watch people paddling in their boats while you & drink. What a view. You may have to wait for a table but it is worth it. Great…,0
120,Pizza by Lucille's,"['Restaurants', 'Pizza', 'Take Out Restaurants']",5.0,5.0,,,(646) 370-4270,26c Macombs Pl 150th St And Macombs Place,"New York City, NY 10039",10039,Affordable,33.0,http://www.kingspizzarestaurant.com,http://yellowpages.com/new-york-city-ny/mip/pizza-by-lucilles-7517257#open-menu,From Business: New York City style Pizza made by the highest ingredients.New York City style Pizza made by the highest ingredients.,1
121,The Palm Court,"['Restaurants', 'American Restaurants', 'Continental Restaurants']",3.5,1283.0,,,(212) 546-5300,768 5th Ave The Plaza Central Park South,"New York City, NY 10019",10019,Upscale,,http://www.fairmont.com/theplaza,http://yellowpages.com/new-york-city-ny/mip/the-palm-court-22327146#open-menu,From Business: Geoffrey Zakarian has re-launched the iconic Palm Court at The PLAZA HOTEL with a complete renovation helmed by Master Architect Thierry Despont. Zakarian…,0
122,Grand Central Oyster Bar,"['Restaurants', 'American Restaurants', 'Take Out Restaurants']",4.0,5058.0,,,(212) 953-7225,89 E 42nd St Lower Level Grand Central Terminal,"New York City, NY 10017",10017,Moderate,50.0,http://www.oysterbarny.com,http://yellowpages.com/new-york-city-ny/mip/grand-central-oyster-bar-469519536#open-menu,"From Business: Grand Central Oyster Bar is the ultimate experience for any seafood. Lover. From the market to your plate, we've spent nearly a hundred years perfecting our…",0
123,Grand Sichuan International,"['Restaurants', 'Take Out Restaurants', 'Asian Restaurants']",4.0,103.0,,,(212) 620-5200,229 9th Ave At W. 24th St.,"New York City, NY 10001",10001,Affordable,27.0,,http://yellowpages.com/new-york-city-ny/mip/grand-sichuan-international-8739513#open-menu,,0
124,Le Rivage,"['Restaurants', 'Continental Restaurants', 'French Restaurants']",4.0,915.0,,,(212) 765-7374,340 W 46th St Between 8th And 9th Avenue,"New York City, NY 10036",10036,Upscale,40.0,http://www.lerivagenyc.com,http://yellowpages.com/new-york-city-ny/mip/le-rivage-1868961#open-menu,"From Business: Le Rivage offers you a cozy, romantic French country atmosphere where traditional French cuisine is expertly prepared for your pleasure. Fresh flowers embellish…",1
125,Pepe Giallo,"['Restaurants', 'Italian Restaurants', 'Mediterranean Restaurants']",4.5,264.0,,,(212) 242-6055,195 10th Ave Between 21 & 22 St.,"New York City, NY 10011",10011,Moderate,24.0,http://www.pepegiallo.com,http://yellowpages.com/new-york-city-ny/mip/pepe-giallo-6437052#open-menu,From Business: A New York icon known for simple Italian food without pretense. Pepe Giallo has been serving heaping bowls of pasta to starving artist since 1999. Located in the…,1
126,Pappardella,"['Restaurants', 'Italian Restaurants', 'Caterers']",4.0,510.0,,,(212) 595-7996,316 Columbus Ave Corner W 75th St,"New York City, NY 10023",10023,Moderate,42.0,http://www.pappardella.com,http://yellowpages.com/new-york-city-ny/mip/pappardella-22327204#open-menu,"From Business: Pappardella restaurant brings to you the flavors and food of Tuscany. Established in 1983, Pappardella offers a romantic setting of timeless charm with 20 foot…",1
127,Tre,"['Restaurants', 'Italian Restaurants', 'Family Style Restaurants']",4.5,114.0,5.0,1.0,(212) 353-3353,173 Ludlow St Between E. Houston & Stanton,"New York City, NY 10002",10002,Moderate,14.0,,http://yellowpages.com/new-york-city-ny/mip/tre-4311501#open-menu,This Italian tapas restaurant new to the lower east side serves Spanish influenced Italian favorites.I recommend this place on weekdays because it can get very crowed on…,1
